id,description,chart_template_id:id,type_tax_use,name,sequence,amount,price_include,amount_type,account_id:id,refund_account_id:id
tax_tem_fin_rtefte11_gt_sle,RteFte11%>,l10n_co_chart_template_financiero,sale,RteFte 11%> - F,670,11,,percent,co_puc_com_236540,co_puc_com_236540
tax_tem_fin_rtefte11_lt_prc,RteFte11%<,l10n_co_chart_template_financiero,purchase,RteFte 11%< - F,672,-11,,percent,co_puc_com_135515,co_puc_com_135515
tax_tem_fin_rtefte33_gt_sle,RteFte33%>,l10n_co_chart_template_financiero,sale,RteFte 33%> - F,682,33,,percent,co_puc_com_135515,co_puc_com_135515
tax_tem_fin_rtefte33_lt_prc,RteFte33%<,l10n_co_chart_template_financiero,purchase,RteFte 33%< - F,684,-33,,percent,co_puc_com_135515,co_puc_com_135515
tax_tem_fin_rteica6_9_gt_sle,RteIca6.9‰>,l10n_co_chart_template_financiero,sale,RteIca 6.9‰> - F,700,0.69,,percent,,
tax_tem_fin_rteica6_9_lt_prc,RteIca6.9‰<,l10n_co_chart_template_financiero,purchase,RteIca 6.9‰< - F,702,0.69,,percent,,
tax_tem_fin_rteica11_gt_sle,RteIca11‰>,l10n_co_chart_template_financiero,sale,RteIca 11‰> - F,710,1.1,,percent,,
tax_tem_fin_rteica11_lt_prc,RteIca11‰<,l10n_co_chart_template_financiero,purchase,RteIca 11‰< - F,712,-1.1,,percent,,
tax_tem_sol_cre4_gt_sle,Cre4‰>,l10n_co_chart_template_solidario,sale,Cree 4‰> - S,10,0.4,,percent,,
tax_tem_sol_cre4_gt_bs_sle,Cre4‰>\,l10n_co_chart_template_solidario,sale,Cree 4‰>\ - S,12,-0.4,,percent,co_puc_com_236705,co_puc_com_236705
tax_tem_sol_cre4_gt_s_sle,Cre4‰>/,l10n_co_chart_template_solidario,sale,Cree 4‰>/ - S,14,0.4,,percent,co_puc_com_236710,co_puc_com_236710
tax_tem_sol_gmf4_gt_sle,Gmf4‰>,l10n_co_chart_template_solidario,sale,Gmf 4‰> - S,10,0.4,,percent,,
tax_tem_sol_gmf4_gt_bs_sle,Gmf4‰>\,l10n_co_chart_template_solidario,sale,Gmf 4‰>\ - S,12,-0.4,,percent,co_puc_com_236705,co_puc_com_236705
tax_tem_sol_gmf4_gt_s_sle,Gmf4‰>/,l10n_co_chart_template_solidario,sale,Gmf 4‰>/ - S,14,0.4,,percent,co_puc_com_236710,co_puc_com_236710
tax_tem_sol_ica0_69_gt_sle,Ica0.69‰>,l10n_co_chart_template_solidario,sale,Ica 0.69‰> - S,20,0.69,,percent,,
tax_tem_sol_ica0_69_gt_bs_sle,Ica0.69‰>\,l10n_co_chart_template_solidario,sale,Ica 0.69‰>\ - S,22,-0.69,,percent,co_puc_com_236705,co_puc_com_236705
tax_tem_sol_ica0_69_gt_s_sle,Ica0.69‰>/,l10n_co_chart_template_solidario,sale,Ica 0.69‰>/ - S,24,0.69,,percent,co_puc_com_236710,co_puc_com_236710
tax_tem_sol_inc4_gt_sle,Inc4%>,l10n_co_chart_template_solidario,sale,Consumo 4%> - S,30,4,,percent,co_puc_com_249510,co_puc_com_249510
tax_tem_sol_inc8_gt_sle,Inc8%>,l10n_co_chart_template_solidario,sale,Consumo 8%> - S,40,8,,percent,co_puc_com_249510,co_puc_com_249510
tax_tem_sol_inc4_lt_prc,Inc4%<,l10n_co_chart_template_solidario,purchase,Consumo 4%< - S,32,4,,percent,co_puc_com_249510,co_puc_com_249510
tax_tem_sol_inc8_lt_prc,Inc8%<,l10n_co_chart_template_solidario,purchase,Consumo 8%< - S,42,8,,percent,co_puc_com_249510,co_puc_com_249510
tax_tem_sol_iva5_gt_sle,Iva5%>,l10n_co_chart_template_solidario,sale,Iva 5%> - S,50,5,,percent,co_puc_com_240805,co_puc_com_240805
tax_tem_sol_iva16_gt_sle,Iva16%>,l10n_co_chart_template_solidario,sale,Iva 16%> - S,60,16,,percent,co_puc_com_240805,co_puc_com_240805
tax_tem_sol_iva19_gt_sle,Iva19%>,l10n_co_chart_template_solidario,sale,Iva 19%> - S,70,19,,percent,co_puc_com_240805,co_puc_com_240805
tax_tem_sol_exe0_gt_sle,Exe0%>,l10n_co_chart_template_solidario,sale,Exento 0%> - S,80,0,,percent,,
tax_tem_sol_exc0_gt_sle,Exc0%>,l10n_co_chart_template_solidario,sale,Excluido 0%> - S,82,0,,percent,,
tax_tem_sol_iva0_gt_sle,Iva0%>,l10n_co_chart_template_solidario,sale,Iva 0%> - S,84,0,,percent,,
tax_tem_sol_iva5_lt_prc,Iva5%<,l10n_co_chart_template_solidario,purchase,Iva 5%< - S,52,5,,percent,co_puc_com_240805,co_puc_com_240805
tax_tem_sol_iva16_lt_prc,Iva16%<,l10n_co_chart_template_solidario,purchase,Iva 16%< - S,62,16,,percent,co_puc_com_240805,co_puc_com_240805
tax_tem_sol_iva19_lt_prc,Iva19%<,l10n_co_chart_template_solidario,purchase,Iva 19%< - S,72,19,,percent,co_puc_com_240805,co_puc_com_240805
tax_tem_sol_exe0_lt_prc,Exe0%<,l10n_co_chart_template_solidario,purchase,Exento 0%< - S,82,0,,percent,,
tax_tem_sol_exc0_lt_prc,Exc0%<,l10n_co_chart_template_solidario,purchase,Excluido 0%< - S,92,0,,percent,,
tax_tem_sol_iva0_lt_prc,Iva0%<,l10n_co_chart_template_solidario,purchase,Iva 0%< - S,102,0,,percent,,
tax_tem_sol_sp_inc4_gt_sle,[Inc4%>],l10n_co_chart_template_solidario,sale,[Consumo 4%>] - S,34,4,TRUE,percent,co_puc_com_249510,co_puc_com_249510
tax_tem_sol_sp_inc8_gt_sle,[Inc8%>],l10n_co_chart_template_solidario,sale,[Consumo 8%>] - S,44,8,TRUE,percent,co_puc_com_249510,co_puc_com_249510
tax_tem_sol_sp_inc4_lt_prc,[Inc4%<],l10n_co_chart_template_solidario,purchase,[Consumo 4%<] - S,36,4,TRUE,percent,co_puc_com_249510,co_puc_com_249510
tax_tem_sol_sp_inc8_lt_prc,[Inc8%<],l10n_co_chart_template_solidario,purchase,[Consumo 8%<] - S,46,8,TRUE,percent,co_puc_com_249510,co_puc_com_249510
tax_tem_sol_sp_iva5_gt_sle,[Iva5%>],l10n_co_chart_template_solidario,sale,[Iva 5%>] - S,54,5,TRUE,percent,co_puc_com_240805,co_puc_com_240805
tax_tem_sol_sp_iva16_gt_sle,[Iva16%>],l10n_co_chart_template_solidario,sale,[Iva 16%>] - S,64,16,TRUE,percent,co_puc_com_240805,co_puc_com_240805
tax_tem_sol_sp_iva19_gt_sle,[Iva19%>],l10n_co_chart_template_solidario,sale,[Iva 19%>] - S,74,19,TRUE,percent,co_puc_com_240805,co_puc_com_240805
tax_tem_sol_sp_exe0_gt_sle,[Exe0%>],l10n_co_chart_template_solidario,sale,[Exento 0%>] - S,84,0,TRUE,percent,,
tax_tem_sol_sp_exc0_gt_sle,[Exc0%>],l10n_co_chart_template_solidario,sale,[Excluido 0%>] - S,94,0,TRUE,percent,,
tax_tem_sol_sp_iva0_gt_sle,[Iva0%>],l10n_co_chart_template_solidario,sale,[Iva 0%>] - S,104,0,TRUE,percent,,
tax_tem_sol_sp_iva5_lt_prc,[Iva5%<],l10n_co_chart_template_solidario,purchase,[Iva 5%<] - S,56,5,TRUE,percent,co_puc_com_240805,co_puc_com_240805
tax_tem_sol_sp_iva16_lt_prc,[Iva16%<],l10n_co_chart_template_solidario,purchase,[Iva 16%<] - S,66,16,TRUE,percent,co_puc_com_240805,co_puc_com_240805
tax_tem_sol_sp_iva19_lt_prc,[Iva19%<],l10n_co_chart_template_solidario,purchase,[Iva 19%<] - S,76,19,TRUE,percent,co_puc_com_240805,co_puc_com_240805
tax_tem_sol_sp_exe0_lt_prc,[Exe0%<],l10n_co_chart_template_solidario,purchase,[Exento 0%<] - S,86,0,TRUE,percent,,
tax_tem_sol_sp_exc0_lt_prc,[Exc0%<],l10n_co_chart_template_solidario,purchase,[Excluido 0%<] - S,96,0,TRUE,percent,,
tax_tem_sol_sp_iva0_lt_prc,[Iva0%<],l10n_co_chart_template_solidario,purchase,[Iva 0%<] - S,106,0,TRUE,percent,,
tax_tem_sol_rteiva0_75_gt_sle,RteIva0.75%>,l10n_co_chart_template_solidario,sale,RteIva 0.75%> - S,550,-0.75,,percent,co_puc_com_135517,co_puc_com_135517
tax_tem_sol_rteiva2_5_gt_sle,RteIva2.5%>,l10n_co_chart_template_solidario,sale,RteIva 2.5%> - S,552,-2.5,,percent,co_puc_com_135517,co_puc_com_135517
tax_tem_sol_rteiva5_gt_sle,RteIva5%>,l10n_co_chart_template_solidario,sale,RteIva 5%> - S,554,-5,,percent,co_puc_com_135517,co_puc_com_135517
tax_tem_sol_rteiva2_4_gt_sle,RteIva2.4%>,l10n_co_chart_template_solidario,sale,RteIva 2.4%> - S,560,-2.4,,percent,co_puc_com_135517,co_puc_com_135517
tax_tem_sol_rteiva8_gt_sle,RteIva8%>,l10n_co_chart_template_solidario,sale,RteIva 8%> - S,562,-8,,percent,co_puc_com_135517,co_puc_com_135517
tax_tem_sol_rteiva16_gt_sle,RteIva16%>,l10n_co_chart_template_solidario,sale,RteIva 16%> - S,564,-16,,percent,co_puc_com_135517,co_puc_com_135517
tax_tem_sol_rteiva2_85_gt_sle,RteIva2.85%>,l10n_co_chart_template_solidario,sale,RteIva 2.85%> - S,570,-2.85,,percent,co_puc_com_135517,co_puc_com_135517
tax_tem_sol_rteiva9_5_gt_sle,RteIva9.5%>,l10n_co_chart_template_solidario,sale,RteIva 9.5%> - S,572,-9.5,,percent,co_puc_com_135517,co_puc_com_135517
tax_tem_sol_rteiva19_gt_sle,RteIva19%>,l10n_co_chart_template_solidario,sale,RteIva 19%> - S,574,-19,,percent,co_puc_com_135517,co_puc_com_135517
tax_tem_sol_rteiva0_75_lt_prc,RteIva0.75%<,l10n_co_chart_template_solidario,purchase,RteIva 0.75%< - S,551,-0.75,,percent,co_puc_com_135517,co_puc_com_135517
tax_tem_sol_rteiva2_5_lt_prc,RteIva2.5%<,l10n_co_chart_template_solidario,purchase,RteIva 2.5%< - S,553,-2.5,,percent,co_puc_com_135517,co_puc_com_135517
tax_tem_sol_rteiva5_lt_prc,RteIva5%<,l10n_co_chart_template_solidario,purchase,RteIva 5%< - S,555,-5,,percent,co_puc_com_135517,co_puc_com_135517
tax_tem_sol_rteiva2_4_lt_prc,RteIva2.4%<,l10n_co_chart_template_solidario,purchase,RteIva 2.4%< - S,561,-2.4,,percent,co_puc_com_135517,co_puc_com_135517
tax_tem_sol_rteiva8_lt_prc,RteIva8%<,l10n_co_chart_template_solidario,purchase,RteIva 8%< - S,563,-8,,percent,co_puc_com_135517,co_puc_com_135517
tax_tem_sol_rteiva16_lt_prc,RteIva16%<,l10n_co_chart_template_solidario,purchase,RteIva 16%< - S,565,-16,,percent,co_puc_com_135517,co_puc_com_135517
tax_tem_sol_rteiva2_85_lt_prc,RteIva2.85%<,l10n_co_chart_template_solidario,purchase,RteIva 2.85%< - S,571,-2.85,,percent,co_puc_com_135517,co_puc_com_135517
tax_tem_sol_rteiva9_5_lt_prc,RteIva9.5%<,l10n_co_chart_template_solidario,purchase,RteIva 9.5%< - S,573,-9.5,,percent,co_puc_com_135517,co_puc_com_135517
tax_tem_sol_rteiva19_lt_prc,RteIva19%<,l10n_co_chart_template_solidario,purchase,RteIva 19%< - S,575,-19,,percent,co_puc_com_135517,co_puc_com_135517
tax_tem_sol_rtefte1_gt_sle,RteFte1%>,l10n_co_chart_template_solidario,sale,RteFte 1%> - S,600,1,,percent,co_puc_com_236560,co_puc_com_236560
tax_tem_sol_rtefte1_lt_prc,RteFte1%<,l10n_co_chart_template_solidario,purchase,RteFte 1%< - S,602,-1,,percent,co_puc_com_135515,co_puc_com_135515
tax_tem_sol_rtefte1_5_gt_sle,RteFte1.5%>,l10n_co_chart_template_solidario,sale,RteFte 1.5%> - S,600,1.5,,percent,co_puc_com_236560,co_puc_com_236560
tax_tem_sol_rtefte1_5_lt_prc,RteFte1.5%<,l10n_co_chart_template_solidario,purchase,RteFte 1.5%< - S,602,-1.5,,percent,co_puc_com_135515,co_puc_com_135515
tax_tem_sol_rtefte2_gt_sle,RteFte2%>,l10n_co_chart_template_solidario,sale,RteFte 2%> - S,610,2,,percent,co_puc_com_236540,co_puc_com_236540
tax_tem_sol_rtefte2_lt_prc,RteFte2%<,l10n_co_chart_template_solidario,purchase,RteFte 2%< - S,612,-2,,percent,co_puc_com_135515,co_puc_com_135515
tax_tem_sol_rtefte2_5_gt_sle,RteFte2.5%>,l10n_co_chart_template_solidario,sale,RteFte 2.5%> - S,620,2.5,,percent,co_puc_com_236540,co_puc_com_236540
tax_tem_sol_rtefte2_5_lt_prc,RteFte2.5%<,l10n_co_chart_template_solidario,purchase,RteFte 2.5%< - S,622,-2.5,,percent,co_puc_com_135515,co_puc_com_135515
tax_tem_sol_rtefte3_5_gt_sle,RteFte3.5%>,l10n_co_chart_template_solidario,sale,RteFte 3.5%> - S,630,3.5,,percent,co_puc_com_236560,co_puc_com_236560
tax_tem_sol_rtefte3_5_lt_prc,RteFte3.5%<,l10n_co_chart_template_solidario,purchase,RteFte 3.5%< - S,632,3.5,,percent,co_puc_com_236550,co_puc_com_236550
tax_tem_sol_rtefte4_gt_sle,RteFte4%>,l10n_co_chart_template_solidario,sale,RteFte 4%> - S,640,4,,percent,co_puc_com_236540,co_puc_com_236540
tax_tem_sol_rtefte4_lt_prc,RteFte4%<,l10n_co_chart_template_solidario,purchase,RteFte 4%< - S,642,-4,,percent,co_puc_com_135515,co_puc_com_135515
tax_tem_sol_rtefte6_gt_sle,RteFte6%>,l10n_co_chart_template_solidario,sale,RteFte 6%> - S,650,6,,percent,co_puc_com_236540,co_puc_com_236540
tax_tem_sol_rtefte6_lt_prc,RteFte6%<,l10n_co_chart_template_solidario,purchase,RteFte 6%< - S,652,-6,,percent,co_puc_com_135515,co_puc_com_135515
tax_tem_sol_rtefte7_gt_sle,RteFte7%>,l10n_co_chart_template_solidario,sale,RteFte 7%> - S,650,7,,percent,co_puc_com_236540,co_puc_com_236540
tax_tem_sol_rtefte7_lt_prc,RteFte7%<,l10n_co_chart_template_solidario,purchase,RteFte 7%< - S,652,-7,,percent,co_puc_com_135515,co_puc_com_135515
tax_tem_sol_rtefte10_gt_sle,RteFte10%>,l10n_co_chart_template_solidario,sale,RteFte 10%> - S,660,10,,percent,co_puc_com_236540,co_puc_com_236540
tax_tem_sol_rtefte10_lt_prc,RteFte10%<,l10n_co_chart_template_solidario,purchase,RteFte 10%< - S,662,-10,,percent,co_puc_com_135515,co_puc_com_135515
tax_tem_sol_rtefte11_gt_sle,RteFte11%>,l10n_co_chart_template_solidario,sale,RteFte 11%> - S,670,11,,percent,co_puc_com_236540,co_puc_com_236540
tax_tem_sol_rtefte11_lt_prc,RteFte11%<,l10n_co_chart_template_solidario,purchase,RteFte 11%< - S,672,-11,,percent,co_puc_com_135515,co_puc_com_135515
tax_tem_sol_rtefte33_gt_sle,RteFte33%>,l10n_co_chart_template_solidario,sale,RteFte 33%> - S,682,33,,percent,co_puc_com_135515,co_puc_com_135515
tax_tem_sol_rtefte33_lt_prc,RteFte33%<,l10n_co_chart_template_solidario,purchase,RteFte 33%< - S,684,-33,,percent,co_puc_com_135515,co_puc_com_135515
tax_tem_sol_rteica6_9_gt_sle,RteIca6.9‰>,l10n_co_chart_template_solidario,sale,RteIca 6.9‰> - S,700,0.69,,percent,,
tax_tem_sol_rteica6_9_lt_prc,RteIca6.9‰<,l10n_co_chart_template_solidario,purchase,RteIca 6.9‰< - S,702,0.69,,percent,,
tax_tem_sol_rteica11_gt_sle,RteIca11‰>,l10n_co_chart_template_solidario,sale,RteIca 11‰> - S,710,1.1,,percent,,
tax_tem_sol_rteica11_lt_prc,RteIca11‰<,l10n_co_chart_template_solidario,purchase,RteIca 11‰< - S,712,-1.1,,percent,,
